init_domain,#TotalPALs,(#)InitPALsIncorrect,(#)PAsDropped,(#)PALsDropped_noObs,(#)FinalAvgPALsIncorrect,#TotalActions,(#)InitActionsIncorrect,(#)ActionsObserved,(#)CompleteActionsDropped,(#)FinalActionsIncorrect,InitAccuracy,FinalAccuracy,#UniqueQueriesAIA,Final#UniqueQueries,#ValidModels
domain_13_4,36,"(13) {('depart', 'boarded|1', <Location.PRECOND: 1>), ('board', 'destin|1|0', <Location.PRECOND: 1>), ('board', 'boarded|1', <Location.PRECOND: 1>), ('depart', 'boarded|1', <Location.EFFECTS: 2>), ('board', 'lift_at|0', <Location.PRECOND: 1>), ('down', 'above|0|1', <Location.PRECOND: 1>), ('depart', 'lift_at|0', <Location.EFFECTS: 2>), ('up', 'above|0|1', <Location.PRECOND: 1>), ('board', 'served|1', <Location.EFFECTS: 2>), ('down', 'lift_at|0', <Location.PRECOND: 1>), ('depart', 'destin|1|0', <Location.EFFECTS: 2>), ('up', 'lift_at|0', <Location.EFFECTS: 2>), ('depart', 'origin|1|0', <Location.PRECOND: 1>)}","(5) {('depart', 'destin|1|0', <Location.PRECOND: 1>), ('depart', 'boarded|1', <Location.PRECOND: 1>), ('up', 'lift_at|0', <Location.PRECOND: 1>), ('depart', 'lift_at|0', <Location.PRECOND: 1>), ('down', 'above|0|1', <Location.PRECOND: 1>)}",(0) set(),"(7.0) {('board', 'destin|1|0', <Location.PRECOND: 1>), ('board', 'boarded|1', <Location.PRECOND: 1>), ('board', 'lift_at|0', <Location.PRECOND: 1>), ('up', 'above|0|1', <Location.PRECOND: 1>), ('board', 'served|1', <Location.EFFECTS: 2>), ('down', 'lift_at|0', <Location.PRECOND: 1>), ('depart', 'origin|1|0', <Location.PRECOND: 1>)}",4,"(4) {'depart', 'board', 'down', 'up'}","(4) {<Action 'depart' at 0x7fcbba819c18>, <Action 'up' at 0x7fcbba8194a8>, <Action 'down' at 0x7fcbbaa94fd0>, <Action 'board' at 0x7fcbba819550>}",(0) set(),"(4.0) {('board', 'destin|1|0', <Location.PRECOND: 1>), ('board', 'boarded|1', <Location.PRECOND: 1>), ('board', 'lift_at|0', <Location.PRECOND: 1>), ('up', 'above|0|1', <Location.PRECOND: 1>), ('board', 'served|1', <Location.EFFECTS: 2>), ('down', 'lift_at|0', <Location.PRECOND: 1>), ('depart', 'origin|1|0', <Location.PRECOND: 1>)}",0.6388888888888888,0.8055555555555556,30,5,1
domain_13_5,36,"(13) {('board', 'destin|1|0', <Location.PRECOND: 1>), ('board', 'boarded|1', <Location.PRECOND: 1>), ('up', 'lift_at|1', <Location.PRECOND: 1>), ('down', 'lift_at|0', <Location.PRECOND: 1>), ('board', 'destin|1|0', <Location.EFFECTS: 2>), ('depart', 'origin|1|0', <Location.EFFECTS: 2>), ('depart', 'lift_at|0', <Location.EFFECTS: 2>), ('down', 'lift_at|0', <Location.EFFECTS: 2>), ('board', 'lift_at|0', <Location.EFFECTS: 2>), ('depart', 'served|1', <Location.PRECOND: 1>), ('down', 'above|1|0', <Location.PRECOND: 1>), ('depart', 'boarded|1', <Location.EFFECTS: 2>), ('down', 'above|0|1', <Location.PRECOND: 1>)}","(17) {('depart', 'boarded|1', <Location.PRECOND: 1>), ('board', 'destin|1|0', <Location.PRECOND: 1>), ('board', 'boarded|1', <Location.PRECOND: 1>), ('board', 'lift_at|0', <Location.PRECOND: 1>), ('board', 'destin|1|0', <Location.EFFECTS: 2>), ('board', 'served|1', <Location.PRECOND: 1>), ('down', 'above|1|0', <Location.PRECOND: 1>), ('down', 'lift_at|1', <Location.PRECOND: 1>), ('down', 'above|1|0', <Location.EFFECTS: 2>), ('board', 'served|1', <Location.EFFECTS: 2>), ('board', 'origin|1|0', <Location.EFFECTS: 2>), ('board', 'lift_at|0', <Location.EFFECTS: 2>), ('down', 'above|0|1', <Location.EFFECTS: 2>), ('depart', 'lift_at|0', <Location.PRECOND: 1>), ('board', 'origin|1|0', <Location.PRECOND: 1>), ('down', 'lift_at|0', <Location.PRECOND: 1>), ('down', 'above|0|1', <Location.PRECOND: 1>)}",(0) set(),"(3.0) {('depart', 'origin|1|0', <Location.EFFECTS: 2>), ('up', 'lift_at|1', <Location.PRECOND: 1>), ('depart', 'served|1', <Location.PRECOND: 1>)}",4,"(4) {'depart', 'board', 'down', 'up'}","(4) {<Action 'depart' at 0x7fcbba819c18>, <Action 'up' at 0x7fcbba8194a8>, <Action 'down' at 0x7fcbbaa94fd0>, <Action 'board' at 0x7fcbba819550>}","(2) {'board', 'down'}","(2.0) {('depart', 'origin|1|0', <Location.EFFECTS: 2>), ('up', 'lift_at|1', <Location.PRECOND: 1>), ('depart', 'served|1', <Location.PRECOND: 1>)}",0.6388888888888888,0.9166666666666666,30,11,1
domain_14_0,36,"(14) {('board', 'destin|1|0', <Location.PRECOND: 1>), ('board', 'boarded|1', <Location.PRECOND: 1>), ('up', 'lift_at|1', <Location.PRECOND: 1>), ('board', 'served|1', <Location.PRECOND: 1>), ('board', 'boarded|1', <Location.EFFECTS: 2>), ('board', 'lift_at|0', <Location.PRECOND: 1>), ('up', 'above|0|1', <Location.PRECOND: 1>), ('down', 'above|1|0', <Location.EFFECTS: 2>), ('down', 'lift_at|0', <Location.EFFECTS: 2>), ('board', 'origin|1|0', <Location.EFFECTS: 2>), ('up', 'above|0|1', <Location.EFFECTS: 2>), ('up', 'lift_at|0', <Location.PRECOND: 1>), ('down', 'above|0|1', <Location.PRECOND: 1>), ('depart', 'origin|1|0', <Location.PRECOND: 1>)}","(3) {('down', 'lift_at|0', <Location.PRECOND: 1>), ('board', 'boarded|1', <Location.PRECOND: 1>), ('board', 'origin|1|0', <Location.PRECOND: 1>)}",(0) set(),"(10.0) {('board', 'destin|1|0', <Location.PRECOND: 1>), ('up', 'lift_at|1', <Location.PRECOND: 1>), ('board', 'lift_at|0', <Location.PRECOND: 1>), ('board', 'served|1', <Location.PRECOND: 1>), ('up', 'above|0|1', <Location.PRECOND: 1>), ('down', 'above|1|0', <Location.EFFECTS: 2>), ('up', 'lift_at|0', <Location.PRECOND: 1>), ('up', 'above|0|1', <Location.EFFECTS: 2>), ('down', 'above|0|1', <Location.PRECOND: 1>), ('depart', 'origin|1|0', <Location.PRECOND: 1>)}",4,"(4) {'depart', 'board', 'down', 'up'}","(4) {<Action 'depart' at 0x7fcbba819c18>, <Action 'up' at 0x7fcbba8194a8>, <Action 'down' at 0x7fcbbaa94fd0>, <Action 'board' at 0x7fcbba819550>}",(0) set(),"(4.0) {('board', 'destin|1|0', <Location.PRECOND: 1>), ('up', 'lift_at|1', <Location.PRECOND: 1>), ('board', 'lift_at|0', <Location.PRECOND: 1>), ('board', 'served|1', <Location.PRECOND: 1>), ('up', 'above|0|1', <Location.PRECOND: 1>), ('down', 'above|1|0', <Location.EFFECTS: 2>), ('up', 'lift_at|0', <Location.PRECOND: 1>), ('up', 'above|0|1', <Location.EFFECTS: 2>), ('down', 'above|0|1', <Location.PRECOND: 1>), ('depart', 'origin|1|0', <Location.PRECOND: 1>)}",0.6111111111111112,0.7222222222222222,30,3,1
domain_14_1,36,"(14) {('board', 'boarded|1', <Location.PRECOND: 1>), ('depart', 'boarded|1', <Location.EFFECTS: 2>), ('board', 'lift_at|0', <Location.PRECOND: 1>), ('board', 'boarded|1', <Location.EFFECTS: 2>), ('board', 'served|1', <Location.PRECOND: 1>), ('down', 'above|0|1', <Location.PRECOND: 1>), ('depart', 'served|1', <Location.EFFECTS: 2>), ('board', 'lift_at|0', <Location.EFFECTS: 2>), ('board', 'origin|1|0', <Location.EFFECTS: 2>), ('up', 'above|0|1', <Location.EFFECTS: 2>), ('down', 'above|0|1', <Location.EFFECTS: 2>), ('depart', 'served|1', <Location.PRECOND: 1>), ('depart', 'destin|1|0', <Location.EFFECTS: 2>), ('up', 'lift_at|0', <Location.EFFECTS: 2>)}","(8) {('depart', 'destin|1|0', <Location.PRECOND: 1>), ('board', 'boarded|1', <Location.PRECOND: 1>), ('depart', 'boarded|1', <Location.PRECOND: 1>), ('board', 'lift_at|0', <Location.PRECOND: 1>), ('board', 'origin|1|0', <Location.PRECOND: 1>), ('up', 'lift_at|0', <Location.PRECOND: 1>), ('depart', 'served|1', <Location.PRECOND: 1>), ('down', 'above|0|1', <Location.PRECOND: 1>)}",(0) set(),"(2.0) {('up', 'above|0|1', <Location.EFFECTS: 2>), ('board', 'served|1', <Location.PRECOND: 1>)}",4,"(4) {'depart', 'board', 'down', 'up'}","(4) {<Action 'depart' at 0x7fcbba819c18>, <Action 'up' at 0x7fcbba8194a8>, <Action 'down' at 0x7fcbbaa94fd0>, <Action 'board' at 0x7fcbba819550>}",(0) set(),"(2.0) {('up', 'above|0|1', <Location.EFFECTS: 2>), ('board', 'served|1', <Location.PRECOND: 1>)}",0.6111111111111112,0.9444444444444444,30,8,1
domain_14_2,36,"(14) {('board', 'boarded|1', <Location.PRECOND: 1>), ('depart', 'boarded|1', <Location.EFFECTS: 2>), ('board', 'served|1', <Location.PRECOND: 1>), ('board', 'destin|1|0', <Location.EFFECTS: 2>), ('depart', 'origin|1|0', <Location.EFFECTS: 2>), ('up', 'above|0|1', <Location.PRECOND: 1>), ('down', 'lift_at|0', <Location.EFFECTS: 2>), ('down', 'above|0|1', <Location.EFFECTS: 2>), ('depart', 'lift_at|0', <Location.PRECOND: 1>), ('down', 'lift_at|0', <Location.PRECOND: 1>), ('depart', 'destin|1|0', <Location.EFFECTS: 2>), ('down', 'lift_at|1', <Location.EFFECTS: 2>), ('up', 'lift_at|1', <Location.EFFECTS: 2>), ('depart', 'origin|1|0', <Location.PRECOND: 1>)}","(6) {('depart', 'destin|1|0', <Location.PRECOND: 1>), ('depart', 'boarded|1', <Location.PRECOND: 1>), ('up', 'lift_at|1', <Location.PRECOND: 1>), ('down', 'lift_at|1', <Location.PRECOND: 1>), ('down', 'lift_at|0', <Location.PRECOND: 1>), ('down', 'above|0|1', <Location.PRECOND: 1>)}",(0) set(),"(7.0) {('board', 'boarded|1', <Location.PRECOND: 1>), ('board', 'served|1', <Location.PRECOND: 1>), ('board', 'destin|1|0', <Location.EFFECTS: 2>), ('depart', 'origin|1|0', <Location.EFFECTS: 2>), ('up', 'above|0|1', <Location.PRECOND: 1>), ('depart', 'lift_at|0', <Location.PRECOND: 1>), ('depart', 'origin|1|0', <Location.PRECOND: 1>)}",4,"(4) {'depart', 'board', 'down', 'up'}","(4) {<Action 'depart' at 0x7fcbba819c18>, <Action 'up' at 0x7fcbba8194a8>, <Action 'down' at 0x7fcbbaa94fd0>, <Action 'board' at 0x7fcbba819550>}",(0) set(),"(3.0) {('board', 'boarded|1', <Location.PRECOND: 1>), ('board', 'served|1', <Location.PRECOND: 1>), ('board', 'destin|1|0', <Location.EFFECTS: 2>), ('depart', 'origin|1|0', <Location.EFFECTS: 2>), ('up', 'above|0|1', <Location.PRECOND: 1>), ('depart', 'lift_at|0', <Location.PRECOND: 1>), ('depart', 'origin|1|0', <Location.PRECOND: 1>)}",0.6111111111111112,0.8055555555555556,30,6,1
domain_14_3,36,"(14) {('board', 'destin|1|0', <Location.PRECOND: 1>), ('down', 'lift_at|0', <Location.PRECOND: 1>), ('board', 'served|1', <Location.PRECOND: 1>), ('board', 'boarded|1', <Location.EFFECTS: 2>), ('depart', 'lift_at|0', <Location.EFFECTS: 2>), ('down', 'above|1|0', <Location.EFFECTS: 2>), ('down', 'lift_at|0', <Location.EFFECTS: 2>), ('up', 'above|1|0', <Location.PRECOND: 1>), ('up', 'above|0|1', <Location.EFFECTS: 2>), ('up', 'lift_at|0', <Location.PRECOND: 1>), ('depart', 'served|1', <Location.PRECOND: 1>), ('down', 'above|1|0', <Location.PRECOND: 1>), ('depart', 'boarded|1', <Location.EFFECTS: 2>), ('down', 'lift_at|1', <Location.EFFECTS: 2>)}","(6) {('depart', 'boarded|1', <Location.PRECOND: 1>), ('board', 'boarded|1', <Location.PRECOND: 1>), ('down', 'lift_at|1', <Location.PRECOND: 1>), ('up', 'above|1|0', <Location.PRECOND: 1>), ('depart', 'lift_at|0', <Location.PRECOND: 1>), ('down', 'lift_at|0', <Location.PRECOND: 1>)}",(0) set(),"(7.0) {('board', 'destin|1|0', <Location.PRECOND: 1>), ('board', 'served|1', <Location.PRECOND: 1>), ('down', 'above|1|0', <Location.EFFECTS: 2>), ('up', 'lift_at|0', <Location.PRECOND: 1>), ('up', 'above|0|1', <Location.EFFECTS: 2>), ('depart', 'served|1', <Location.PRECOND: 1>), ('down', 'above|1|0', <Location.PRECOND: 1>)}",4,"(4) {'depart', 'board', 'down', 'up'}","(4) {<Action 'depart' at 0x7fcbba819c18>, <Action 'up' at 0x7fcbba8194a8>, <Action 'down' at 0x7fcbbaa94fd0>, <Action 'board' at 0x7fcbba819550>}",(0) set(),"(4.0) {('board', 'destin|1|0', <Location.PRECOND: 1>), ('board', 'served|1', <Location.PRECOND: 1>), ('down', 'above|1|0', <Location.EFFECTS: 2>), ('up', 'lift_at|0', <Location.PRECOND: 1>), ('up', 'above|0|1', <Location.EFFECTS: 2>), ('depart', 'served|1', <Location.PRECOND: 1>), ('down', 'above|1|0', <Location.PRECOND: 1>)}",0.6111111111111112,0.8055555555555556,30,6,1
domain_14_4,36,"(14) {('up', 'lift_at|1', <Location.PRECOND: 1>), ('board', 'lift_at|0', <Location.PRECOND: 1>), ('board', 'boarded|1', <Location.EFFECTS: 2>), ('down', 'lift_at|1', <Location.PRECOND: 1>), ('down', 'above|1|0', <Location.EFFECTS: 2>), ('board', 'served|1', <Location.EFFECTS: 2>), ('board', 'origin|1|0', <Location.EFFECTS: 2>), ('down', 'lift_at|0', <Location.EFFECTS: 2>), ('depart', 'lift_at|0', <Location.PRECOND: 1>), ('down', 'above|1|0', <Location.PRECOND: 1>), ('depart', 'boarded|1', <Location.EFFECTS: 2>), ('down', 'lift_at|1', <Location.EFFECTS: 2>), ('up', 'lift_at|0', <Location.EFFECTS: 2>), ('depart', 'origin|1|0', <Location.PRECOND: 1>)}","(7) {('depart', 'boarded|1', <Location.PRECOND: 1>), ('board', 'boarded|1', <Location.PRECOND: 1>), ('board', 'lift_at|0', <Location.PRECOND: 1>), ('down', 'lift_at|1', <Location.PRECOND: 1>), ('up', 'lift_at|0', <Location.PRECOND: 1>), ('down', 'lift_at|0', <Location.PRECOND: 1>), ('board', 'origin|1|0', <Location.PRECOND: 1>)}",(0) set(),"(6.0) {('up', 'lift_at|1', <Location.PRECOND: 1>), ('down', 'above|1|0', <Location.EFFECTS: 2>), ('board', 'served|1', <Location.EFFECTS: 2>), ('depart', 'lift_at|0', <Location.PRECOND: 1>), ('down', 'above|1|0', <Location.PRECOND: 1>), ('depart', 'origin|1|0', <Location.PRECOND: 1>)}",4,"(4) {'depart', 'board', 'down', 'up'}","(4) {<Action 'depart' at 0x7fcbba819c18>, <Action 'up' at 0x7fcbba8194a8>, <Action 'down' at 0x7fcbbaa94fd0>, <Action 'board' at 0x7fcbba819550>}",(0) set(),"(4.0) {('up', 'lift_at|1', <Location.PRECOND: 1>), ('down', 'above|1|0', <Location.EFFECTS: 2>), ('board', 'served|1', <Location.EFFECTS: 2>), ('depart', 'lift_at|0', <Location.PRECOND: 1>), ('down', 'above|1|0', <Location.PRECOND: 1>), ('depart', 'origin|1|0', <Location.PRECOND: 1>)}",0.6111111111111112,0.8333333333333334,30,7,1
domain_14_5,36,"(14) {('depart', 'destin|1|0', <Location.PRECOND: 1>), ('board', 'boarded|1', <Location.PRECOND: 1>), ('depart', 'boarded|1', <Location.PRECOND: 1>), ('board', 'boarded|1', <Location.EFFECTS: 2>), ('depart', 'served|1', <Location.EFFECTS: 2>), ('down', 'lift_at|1', <Location.PRECOND: 1>), ('down', 'above|1|0', <Location.EFFECTS: 2>), ('board', 'served|1', <Location.EFFECTS: 2>), ('down', 'above|0|1', <Location.EFFECTS: 2>), ('up', 'above|0|1', <Location.EFFECTS: 2>), ('depart', 'served|1', <Location.PRECOND: 1>), ('depart', 'boarded|1', <Location.EFFECTS: 2>), ('up', 'lift_at|1', <Location.EFFECTS: 2>), ('down', 'above|0|1', <Location.PRECOND: 1>)}","(24) {('depart', 'boarded|1', <Location.PRECOND: 1>), ('depart', 'destin|1|0', <Location.PRECOND: 1>), ('board', 'origin|1|0', <Location.EFFECTS: 2>), ('depart', 'lift_at|0', <Location.PRECOND: 1>), ('down', 'above|0|1', <Location.PRECOND: 1>), ('depart', 'lift_at|0', <Location.EFFECTS: 2>), ('down', 'above|1|0', <Location.EFFECTS: 2>), ('board', 'lift_at|0', <Location.EFFECTS: 2>), ('down', 'above|0|1', <Location.EFFECTS: 2>), ('down', 'above|1|0', <Location.PRECOND: 1>), ('board', 'boarded|1', <Location.PRECOND: 1>), ('board', 'destin|1|0', <Location.PRECOND: 1>), ('board', 'lift_at|0', <Location.PRECOND: 1>), ('board', 'destin|1|0', <Location.EFFECTS: 2>), ('depart', 'origin|1|0', <Location.EFFECTS: 2>), ('down', 'lift_at|1', <Location.PRECOND: 1>), ('board', 'served|1', <Location.EFFECTS: 2>), ('depart', 'origin|1|0', <Location.PRECOND: 1>), ('up', 'lift_at|1', <Location.PRECOND: 1>), ('board', 'served|1', <Location.PRECOND: 1>), ('depart', 'served|1', <Location.PRECOND: 1>), ('down', 'lift_at|0', <Location.PRECOND: 1>), ('depart', 'destin|1|0', <Location.EFFECTS: 2>), ('board', 'origin|1|0', <Location.PRECOND: 1>)}",(0) set(),"(1.0) {('up', 'above|0|1', <Location.EFFECTS: 2>)}",4,"(4) {'depart', 'board', 'down', 'up'}","(4) {<Action 'depart' at 0x7fcbba819c18>, <Action 'up' at 0x7fcbba8194a8>, <Action 'down' at 0x7fcbbaa94fd0>, <Action 'board' at 0x7fcbba819550>}","(3) {'depart', 'board', 'down'}","(1.0) {('up', 'above|0|1', <Location.EFFECTS: 2>)}",0.6111111111111112,0.9722222222222222,30,15,1
domain_15_0,36,"(15) {('depart', 'destin|1|0', <Location.PRECOND: 1>), ('board', 'boarded|1', <Location.PRECOND: 1>), ('board', 'boarded|1', <Location.EFFECTS: 2>), ('depart', 'served|1', <Location.EFFECTS: 2>), ('depart', 'lift_at|0', <Location.EFFECTS: 2>), ('down', 'lift_at|1', <Location.PRECOND: 1>), ('down', 'lift_at|0', <Location.EFFECTS: 2>), ('board', 'lift_at|0', <Location.EFFECTS: 2>), ('board', 'origin|1|0', <Location.EFFECTS: 2>), ('up', 'lift_at|0', <Location.PRECOND: 1>), ('down', 'above|0|1', <Location.EFFECTS: 2>), ('depart', 'lift_at|0', <Location.PRECOND: 1>), ('down', 'lift_at|1', <Location.EFFECTS: 2>), ('down', 'above|0|1', <Location.PRECOND: 1>), ('depart', 'origin|1|0', <Location.PRECOND: 1>)}","(7) {('board', 'boarded|1', <Location.PRECOND: 1>), ('board', 'lift_at|0', <Location.PRECOND: 1>), ('down', 'lift_at|1', <Location.PRECOND: 1>), ('board', 'origin|1|0', <Location.PRECOND: 1>), ('depart', 'served|1', <Location.PRECOND: 1>), ('down', 'lift_at|0', <Location.PRECOND: 1>), ('down', 'above|0|1', <Location.PRECOND: 1>)}",(0) set(),"(5.0) {('depart', 'destin|1|0', <Location.PRECOND: 1>), ('depart', 'lift_at|0', <Location.EFFECTS: 2>), ('up', 'lift_at|0', <Location.PRECOND: 1>), ('depart', 'lift_at|0', <Location.PRECOND: 1>), ('depart', 'origin|1|0', <Location.PRECOND: 1>)}",4,"(4) {'depart', 'board', 'down', 'up'}","(4) {<Action 'depart' at 0x7fcbba819c18>, <Action 'up' at 0x7fcbba8194a8>, <Action 'down' at 0x7fcbbaa94fd0>, <Action 'board' at 0x7fcbba819550>}",(0) set(),"(2.0) {('depart', 'destin|1|0', <Location.PRECOND: 1>), ('depart', 'lift_at|0', <Location.EFFECTS: 2>), ('up', 'lift_at|0', <Location.PRECOND: 1>), ('depart', 'lift_at|0', <Location.PRECOND: 1>), ('depart', 'origin|1|0', <Location.PRECOND: 1>)}",0.5833333333333334,0.8611111111111112,30,7,1
domain_15_1,36,"(15) {('depart', 'boarded|1', <Location.PRECOND: 1>), ('board', 'destin|1|0', <Location.PRECOND: 1>), ('up', 'lift_at|1', <Location.PRECOND: 1>), ('board', 'served|1', <Location.PRECOND: 1>), ('board', 'destin|1|0', <Location.EFFECTS: 2>), ('board', 'lift_at|0', <Location.PRECOND: 1>), ('down', 'lift_at|0', <Location.EFFECTS: 2>), ('board', 'served|1', <Location.EFFECTS: 2>), ('board', 'origin|1|0', <Location.EFFECTS: 2>), ('up', 'above|0|1', <Location.EFFECTS: 2>), ('depart', 'lift_at|0', <Location.PRECOND: 1>), ('down', 'lift_at|0', <Location.PRECOND: 1>), ('depart', 'boarded|1', <Location.EFFECTS: 2>), ('up', 'lift_at|1', <Location.EFFECTS: 2>), ('depart', 'origin|1|0', <Location.PRECOND: 1>)}","(12) {('depart', 'boarded|1', <Location.PRECOND: 1>), ('depart', 'destin|1|0', <Location.PRECOND: 1>), ('up', 'lift_at|1', <Location.PRECOND: 1>), ('board', 'lift_at|0', <Location.PRECOND: 1>), ('depart', 'origin|1|0', <Location.EFFECTS: 2>), ('depart', 'lift_at|0', <Location.EFFECTS: 2>), ('depart', 'lift_at|0', <Location.PRECOND: 1>), ('depart', 'served|1', <Location.PRECOND: 1>), ('down', 'lift_at|0', <Location.PRECOND: 1>), ('depart', 'destin|1|0', <Location.EFFECTS: 2>), ('board', 'origin|1|0', <Location.PRECOND: 1>), ('depart', 'origin|1|0', <Location.PRECOND: 1>)}",(0) set(),"(5.0) {('board', 'destin|1|0', <Location.PRECOND: 1>), ('board', 'served|1', <Location.PRECOND: 1>), ('board', 'destin|1|0', <Location.EFFECTS: 2>), ('board', 'served|1', <Location.EFFECTS: 2>), ('up', 'above|0|1', <Location.EFFECTS: 2>)}",4,"(4) {'depart', 'board', 'down', 'up'}","(4) {<Action 'depart' at 0x7fcbba819c18>, <Action 'up' at 0x7fcbba8194a8>, <Action 'down' at 0x7fcbbaa94fd0>, <Action 'board' at 0x7fcbba819550>}",(1) {'depart'},"(2.0) {('board', 'destin|1|0', <Location.PRECOND: 1>), ('board', 'served|1', <Location.PRECOND: 1>), ('board', 'destin|1|0', <Location.EFFECTS: 2>), ('board', 'served|1', <Location.EFFECTS: 2>), ('up', 'above|0|1', <Location.EFFECTS: 2>)}",0.5833333333333334,0.8611111111111112,30,9,1
domain_15_2,36,"(15) {('depart', 'destin|1|0', <Location.PRECOND: 1>), ('board', 'destin|1|0', <Location.PRECOND: 1>), ('board', 'lift_at|0', <Location.PRECOND: 1>), ('board', 'boarded|1', <Location.EFFECTS: 2>), ('depart', 'origin|1|0', <Location.EFFECTS: 2>), ('depart', 'lift_at|0', <Location.EFFECTS: 2>), ('down', 'lift_at|1', <Location.PRECOND: 1>), ('down', 'above|1|0', <Location.EFFECTS: 2>), ('up', 'above|1|0', <Location.PRECOND: 1>), ('up', 'above|0|1', <Location.EFFECTS: 2>), ('up', 'lift_at|0', <Location.PRECOND: 1>), ('down', 'above|0|1', <Location.EFFECTS: 2>), ('down', 'above|1|0', <Location.PRECOND: 1>), ('up', 'lift_at|1', <Location.EFFECTS: 2>), ('depart', 'origin|1|0', <Location.PRECOND: 1>)}","(6) {('depart', 'destin|1|0', <Location.PRECOND: 1>), ('board', 'boarded|1', <Location.PRECOND: 1>), ('up', 'lift_at|1', <Location.PRECOND: 1>), ('up', 'above|1|0', <Location.PRECOND: 1>), ('depart', 'lift_at|0', <Location.PRECOND: 1>), ('down', 'above|0|1', <Location.PRECOND: 1>)}",(0) set(),"(9.0) {('board', 'destin|1|0', <Location.PRECOND: 1>), ('board', 'lift_at|0', <Location.PRECOND: 1>), ('depart', 'origin|1|0', <Location.EFFECTS: 2>), ('down', 'lift_at|1', <Location.PRECOND: 1>), ('down', 'above|1|0', <Location.EFFECTS: 2>), ('up', 'lift_at|0', <Location.PRECOND: 1>), ('up', 'above|0|1', <Location.EFFECTS: 2>), ('down', 'above|1|0', <Location.PRECOND: 1>), ('depart', 'origin|1|0', <Location.PRECOND: 1>)}",4,"(4) {'depart', 'board', 'down', 'up'}","(4) {<Action 'depart' at 0x7fcbba819c18>, <Action 'up' at 0x7fcbba8194a8>, <Action 'down' at 0x7fcbbaa94fd0>, <Action 'board' at 0x7fcbba819550>}",(0) set(),"(4.0) {('board', 'destin|1|0', <Location.PRECOND: 1>), ('board', 'lift_at|0', <Location.PRECOND: 1>), ('depart', 'origin|1|0', <Location.EFFECTS: 2>), ('down', 'lift_at|1', <Location.PRECOND: 1>), ('down', 'above|1|0', <Location.EFFECTS: 2>), ('up', 'lift_at|0', <Location.PRECOND: 1>), ('up', 'above|0|1', <Location.EFFECTS: 2>), ('down', 'above|1|0', <Location.PRECOND: 1>), ('depart', 'origin|1|0', <Location.PRECOND: 1>)}",0.5833333333333334,0.75,30,6,1
domain_15_3,36,"(15) {('depart', 'boarded|1', <Location.PRECOND: 1>), ('board', 'destin|1|0', <Location.PRECOND: 1>), ('board', 'boarded|1', <Location.PRECOND: 1>), ('board', 'boarded|1', <Location.EFFECTS: 2>), ('up', 'above|0|1', <Location.PRECOND: 1>), ('board', 'lift_at|0', <Location.EFFECTS: 2>), ('up', 'above|1|0', <Location.PRECOND: 1>), ('up', 'lift_at|0', <Location.PRECOND: 1>), ('down', 'above|0|1', <Location.EFFECTS: 2>), ('depart', 'served|1', <Location.PRECOND: 1>), ('down', 'above|1|0', <Location.PRECOND: 1>), ('depart', 'destin|1|0', <Location.EFFECTS: 2>), ('down', 'lift_at|1', <Location.EFFECTS: 2>), ('down', 'above|0|1', <Location.PRECOND: 1>), ('depart', 'origin|1|0', <Location.PRECOND: 1>)}","(5) {('depart', 'destin|1|0', <Location.PRECOND: 1>), ('board', 'boarded|1', <Location.PRECOND: 1>), ('board', 'lift_at|0', <Location.PRECOND: 1>), ('down', 'lift_at|1', <Location.PRECOND: 1>), ('down', 'above|0|1', <Location.PRECOND: 1>)}",(0) set(),"(8.0) {('depart', 'boarded|1', <Location.PRECOND: 1>), ('board', 'destin|1|0', <Location.PRECOND: 1>), ('up', 'above|0|1', <Location.PRECOND: 1>), ('up', 'above|1|0', <Location.PRECOND: 1>), ('up', 'lift_at|0', <Location.PRECOND: 1>), ('depart', 'served|1', <Location.PRECOND: 1>), ('down', 'above|1|0', <Location.PRECOND: 1>), ('depart', 'origin|1|0', <Location.PRECOND: 1>)}",4,"(4) {'depart', 'board', 'down', 'up'}","(4) {<Action 'depart' at 0x7fcbba819c18>, <Action 'up' at 0x7fcbba8194a8>, <Action 'down' at 0x7fcbbaa94fd0>, <Action 'board' at 0x7fcbba819550>}",(0) set(),"(4.0) {('depart', 'boarded|1', <Location.PRECOND: 1>), ('board', 'destin|1|0', <Location.PRECOND: 1>), ('up', 'above|0|1', <Location.PRECOND: 1>), ('up', 'above|1|0', <Location.PRECOND: 1>), ('up', 'lift_at|0', <Location.PRECOND: 1>), ('depart', 'served|1', <Location.PRECOND: 1>), ('down', 'above|1|0', <Location.PRECOND: 1>), ('depart', 'origin|1|0', <Location.PRECOND: 1>)}",0.5833333333333334,0.7777777777777778,30,5,1
